what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.launchShortcut.run",1380439540389
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439540858
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439540873
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439540889
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439544602
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1380439548002
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380439548579
executed,command,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.launchShortcut.run",1380439550311
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439550702
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439550702
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439550717
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439583384
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439622977
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439626955
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1380439632056
executed,command,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.launchShortcut.run",1380439639497
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439639575
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439721742
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1380439727887
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1380439730648
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439735189
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439735189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439735205
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439738652
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439925019
