what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439356234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439364331
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439375965
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439376947
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439377432
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439377432
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439377463
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439382533
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439397546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1380439412725
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439415876
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439417389
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439418497
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439420618
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439421570
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439422070
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439422086
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439422101
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439426703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439435249
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439437808
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1380439437933
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1380439437948
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380439441786
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1380439441786
