what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1380369729719
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1380369854366
executed,command,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.launchShortcut.run",1380369857158
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380369858922
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380369858953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380369859047
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380369953645
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1380369954541
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1380370018984
started,bundle,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui",1380370139697
started,bundle,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.ui",1380370139931
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1380370140009
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1380370140228
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1380370140259
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1380370140321
started,bundle,org.eclipse.jst.jsf.ui,1.2.0.v20090427,"org.eclipse.jst.jsf.ui",1380370140789
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1380370530556
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370569353
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370571241
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370571772
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370571772
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370571866
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370582786
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1380370586173
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1380370590369
