what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1380438766459
java.version,sysinfo,,,"1.6.0_03",1380438766459
java.vm.info,sysinfo,,,"mixed mode",1380438766459
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380438766459
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380438766459
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380438766459
java.vm.specification.version,sysinfo,,,"1.0",1380438766459
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1380438766459
java.vm.version,sysinfo,,,"1.6.0_03-b05",1380438766459
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1380438766755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380438814429
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380438878779
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1380439078928
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1380439087149
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439169018
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439200561
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439207565
started,bundle,org.eclipse.jst.jee.ejb,1.0.200.v200810230716,"org.eclipse.jst.jee.ejb",1380439229608
started,bundle,org.eclipse.jst.jee.web,1.0.200.v200904130912,"org.eclipse.jst.jee.web",1380439229608
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1380439229749
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439229920
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439231246
started,bundle,org.eclipse.jst.server.generic.core,1.0.505.v20090529,"org.eclipse.jst.server.generic.core",1380439231761
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.jst.server.preview.adapter",1380439231761
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1380439231886
