what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1380439232073
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1380439232432
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1380439232697
started,bundle,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser",1380439234553
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439235834
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439235849
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439235865
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439242932
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439287891
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439289467
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439289685
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439296268
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439304801
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439305644
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439305815
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439314567
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1380439339728
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1380439340290
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439342021
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439342786
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380439343535
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439354595
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439355672
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439356219
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439356219
