what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.css.core,1.1.300.v200904131653,"org.eclipse.wst.css.core",1380370590400
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.200.v200904230847,"org.eclipse.wst.jsdt.web.ui",1380370590400
started,bundle,org.eclipse.wst.css.ui,1.0.400.v200904292008,"org.eclipse.wst.css.ui",1380370590416
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370590556
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370631101
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1380370631163
opened,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380370631350
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380370631616
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370690412
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370691395
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370691520
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370695607
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370697358
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370697374
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380370697389
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380371582086
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380371582179
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380371583459
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380371583552
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1380371583739
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1380371583739
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1380371583739
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1380371583739
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1380371583739
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1380371583739
