what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439459133
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439460459
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439460959
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439460975
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439460990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439463299
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439482172
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380439485557
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439489597
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439491001
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439491502
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439491517
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439491533
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439493498
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439495436
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439495452
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439495467
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439496965
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439508161
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439508161
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439508176
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439512139
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1380439516848
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439539219
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380439540279
