what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445946970
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445949045
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445952539
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445953596
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445957637
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445957637
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380445957669
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446304020
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446309792
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446343176
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446346328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446354861
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1380446354876
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446355563
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446479086
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380446496449
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1380446501815
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380446503921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380446506105
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1380446544591
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446547679
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380446583747
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1380446585463
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1380446600439
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380446603668
