what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442761865
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442774095
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442798182
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442803470
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442820146
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442822486
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1380442870628
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442876197
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442878335
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442899504
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1380442902265
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442907834
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442911235
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380442918380
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1380442922280
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1380442925977
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1380442927927
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1380442942575
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380442955024
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380443053850
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380443083818
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1380443133520
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1380443358207
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380443377426
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1380443475176
